"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
17,207732,C1=CC=C2C(=C1)N=CN2CC1=NN=CS1,17,0,17,0,0,-0.6661,-0.7616,100.00,17,17,100.0,-0.762,-0.392,LOWEST ATTR (INACTIVE): CHEMBL565152 | SMILES: COC1=CC=C(C2C(Cl)C(=O)N2C2=NN=C(CN3C(C)=NC4=CC=CC=C43)S2)C=C1 | Attribution: -0.762 | Prediction: 0.065 | MW: 439.9 | LogP: 3.95,HIGHEST ATTR (INACTIVE): CHEMBL563877 | SMILES: CC1=NC2=CC=CC=C2N1CC1=NN=C(/N=C/C2=CC=CC=C2)S1 | Attribution: -0.392 | Prediction: 0.060 | MW: 333.4 | LogP: 4.00,,
18,207731,C1=CN(CC2=NN=CS2)C=N1,17,0,17,0,0,-0.4966,-0.6512,100.00,17,17,100.0,-0.651,-0.165,LOWEST ATTR (INACTIVE): CHEMBL552437 | SMILES: CC1=NC2=CC=CC=C2N1CC1=NN=C(N2C(=O)C(Cl)C2C2=CC=CC(O)=C2)S1 | Attribution: -0.651 | Prediction: 0.067 | MW: 425.9 | LogP: 3.65,HIGHEST ATTR (INACTIVE): CHEMBL563877 | SMILES: CC1=NC2=CC=CC=C2N1CC1=NN=C(/N=C/C2=CC=CC=C2)S1 | Attribution: -0.165 | Prediction: 0.060 | MW: 333.4 | LogP: 4.00,,
19,206756,C1CCCC=C1C(C1=CC=CC=C1)C1=CCCCC1,15,0,15,0,0,-0.7274,-0.7616,100.00,15,15,100.0,-0.762,-0.484,LOWEST ATTR (INACTIVE): CHEMBL5421124 | SMILES: CC1=CC=CC(C2C3=C(CCCC3=O)OC3=C2C(=O)CCC3)=C1 | Attribution: -0.762 | Prediction: 0.006 | MW: 308.4 | LogP: 4.12,HIGHEST ATTR (INACTIVE): CHEMBL5436498 | SMILES: CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2C1=CC=C(C#N)C=C1 | Attribution: -0.484 | Prediction: 0.019 | MW: 375.5 | LogP: 4.96,,
20,204884,C1=CC(C2=CC=CC=C2)CC(C2=CC=CC=C2)=C1,17,2,15,0,0,-0.4811,-0.7616,88.24,15,17,88.2,-0.762,0.722,LOWEST ATTR (INACTIVE): CHEMBL498325 | SMILES: O=CC1=CC=C(C2=CC=CC=C2)CC1C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.762 | Prediction: 0.002 | MW: 305.3 | LogP: 4.29,HIGHEST ATTR (ACTIVE): CHEMBL448106 | SMILES: CC1(C2=CC=C(F)C=C2)CC(C2=CC=C(F)C=C2)=CC(N)=C1C#N | Attribution: 0.722 | Prediction: 0.643 | MW: 322.4 | LogP: 4.45,,
21,210151,C(NC1=CC=CC=C1)C1=CC=C2NC3=C4CC=C[N+]4=CC=C3C2=C1,13,0,13,0,0,-0.5051,-0.6352,100.00,13,13,100.0,-0.635,-0.380,LOWEST ATTR (INACTIVE): CHEMBL5403475 | SMILES: CCCCCCCCC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.635 | Prediction: 0.040 | MW: 502.6 | LogP: 7.30,HIGHEST ATTR (INACTIVE): CHEMBL5412743 | SMILES: COC1=CC=CC=C1NC(=O)C1=CC=C2NC3=C4C(=O)C5=CC=CC=C5[N+]4=CC=C3C2=C1 | Attribution: -0.380 | Prediction: 0.030 | MW: 420.4 | LogP: 4.40,,
22,210152,C(NC1=CC=CC=C1)C1=CC=CC(=C1)C1=CC=[N+]2C=CCC2=C1,13,0,13,0,0,-0.4772,-0.6296,100.00,13,13,100.0,-0.630,-0.352,LOWEST ATTR (INACTIVE): CHEMBL5403475 | SMILES: CCCCCCCCC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.630 | Prediction: 0.040 | MW: 502.6 | LogP: 7.30,HIGHEST ATTR (INACTIVE): CHEMBL5412743 | SMILES: COC1=CC=CC=C1NC(=O)C1=CC=C2NC3=C4C(=O)C5=CC=CC=C5[N+]4=CC=C3C2=C1 | Attribution: -0.352 | Prediction: 0.030 | MW: 420.4 | LogP: 4.40,,
23,210153,C(NC1=CC=CC=C1)C1=CC=C2NC(=CC2=C1)C1=[N+]C=CC1,13,0,13,0,0,-0.4059,-0.5866,100.00,13,13,100.0,-0.587,-0.284,LOWEST ATTR (INACTIVE): CHEMBL5403475 | SMILES: CCCCCCCCC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.587 | Prediction: 0.040 | MW: 502.6 | LogP: 7.30,HIGHEST ATTR (INACTIVE): CHEMBL5412743 | SMILES: COC1=CC=CC=C1NC(=O)C1=CC=C2NC3=C4C(=O)C5=CC=CC=C5[N+]4=CC=C3C2=C1 | Attribution: -0.284 | Prediction: 0.030 | MW: 420.4 | LogP: 4.40,,
24,205525,C1=CC=C2C(C3CC3)=CC=NC2=C1,15,2,13,0,0,-0.3912,-0.7616,86.67,13,15,86.7,-0.762,0.625,LOWEST ATTR (INACTIVE): CHEMBL5085967 | SMILES: C[C@H](OC1=CC=C2N=CC(/C=C/C(=O)O)=C(C3CC3)C2=C1)C1=C(Cl)C=CN=C1Cl | Attribution: -0.762 | Prediction: 0.176 | MW: 429.3 | LogP: 6.05,HIGHEST ATTR (ACTIVE): CHEMBL5086588 | SMILES: C[C@H](OC1=CC=C2N=CC(/C=C/C3=NNN=N3)=C(C3CC3)C2=C1)C1=C(Cl)C=CC=C1Cl | Attribution: 0.625 | Prediction: 0.592 | MW: 452.3 | LogP: 6.24,,
25,209864,C(C1CC1)C1=CC(OCC2=CC=CC=C2)=CC=C1,16,3,13,0,0,-0.3791,-0.7616,81.25,13,16,81.3,-0.762,0.186,LOWEST ATTR (INACTIVE): CHEMBL5071391 | SMILES: C[C@H](OC1=CC=C2C(=C1)C(C1CC1)=C(/C=C/C(=O)O)C=[N+]2[O-])C1=C(Cl)C=CC(F)=C1Cl | Attribution: -0.762 | Prediction: 0.176 | MW: 462.3 | LogP: 6.03,HIGHEST ATTR (ACTIVE): CHEMBL5086588 | SMILES: C[C@H](OC1=CC=C2N=CC(/C=C/C3=NNN=N3)=C(C3CC3)C2=C1)C1=C(Cl)C=CC=C1Cl | Attribution: 0.186 | Prediction: 0.592 | MW: 452.3 | LogP: 6.24,ACTIVE w/ NEG ATTR: CHEMBL5089523 | SMILES: C[C@H](OC1=CC=C2C=CC(/C=C/C3=NNN=N3)=C(C3CC3)C2=C1)C1=C(Cl)C=CC=C1Cl | Attribution: -0.170 | Prediction: 0.503 | MW: 451.4,INACTIVE w/ POS ATTR: CHEMBL5076273 | SMILES: C[C@H](OC1=CC=C2N=CC(CCC(=O)O)=C(C3CC3)C2=C1)C1=C(Cl)C=CC(F)=C1Cl | Attribution: 0.078 | Prediction: 0.175 | MW: 448.3
26,210154,C(NC1=CC=CC=C1)C1=CC=C2NC3=C[N+]=CC=C3C2=C1,13,0,13,0,0,-0.3214,-0.5207,100.00,13,13,100.0,-0.521,-0.220,LOWEST ATTR (INACTIVE): CHEMBL5403475 | SMILES: CCCCCCCCC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.521 | Prediction: 0.040 | MW: 502.6 | LogP: 7.30,HIGHEST ATTR (INACTIVE): CHEMBL5422450 | SMILES: CC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.220 | Prediction: 0.030 | MW: 404.4 | LogP: 4.70,,
27,210155,C(NC1=CC=CC=C1)C1=CC=CC(=C1)C1=CC=[N+]C=C1,13,0,13,0,0,-0.3033,-0.5168,100.00,13,13,100.0,-0.517,-0.209,LOWEST ATTR (INACTIVE): CHEMBL5403475 | SMILES: CCCCCCCCC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.517 | Prediction: 0.040 | MW: 502.6 | LogP: 7.30,HIGHEST ATTR (INACTIVE): CHEMBL5422450 | SMILES: CC1=CC=C(NC(=O)C2=CC=C3NC4=C5C(=O)C6=CC=CC=C6[N+]5=CC=C4C3=C2)C=C1 | Attribution: -0.209 | Prediction: 0.030 | MW: 404.4 | LogP: 4.70,,
28,205522,C1=NC=CC(C2CC2)=C1,15,2,13,0,0,-0.1130,-0.5795,86.67,9,15,60.0,-0.580,0.721,LOWEST ATTR (INACTIVE): CHEMBL5085967 | SMILES: C[C@H](OC1=CC=C2N=CC(/C=C/C(=O)O)=C(C3CC3)C2=C1)C1=C(Cl)C=CN=C1Cl | Attribution: -0.580 | Prediction: 0.176 | MW: 429.3 | LogP: 6.05,HIGHEST ATTR (ACTIVE): CHEMBL5086588 | SMILES: C[C@H](OC1=CC=C2N=CC(/C=C/C3=NNN=N3)=C(C3CC3)C2=C1)C1=C(Cl)C=CC=C1Cl | Attribution: 0.721 | Prediction: 0.592 | MW: 452.3 | LogP: 6.24,,INACTIVE w/ POS ATTR: CHEMBL5076273 | SMILES: C[C@H](OC1=CC=C2N=CC(CCC(=O)O)=C(C3CC3)C2=C1)C1=C(Cl)C=CC(F)=C1Cl | Attribution: 0.099 | Prediction: 0.175 | MW: 448.3
29,206975,C1=CCCC(C2=CC=CS2)=C1,13,1,12,0,0,-0.5875,-0.7616,92.31,12,13,92.3,-0.762,0.696,LOWEST ATTR (INACTIVE): CHEMBL498299 | SMILES: CC1CC(C2=CC=CS2)=CC=C1C=O | Attribution: -0.762 | Prediction: 0.004 | MW: 204.3 | LogP: 3.30,HIGHEST ATTR (ACTIVE): CHEMBL402804 | SMILES: CC1(C2=CC=CS2)CC(C2=CC=CS2)=CC(N)=C1C#N | Attribution: 0.696 | Prediction: 0.630 | MW: 298.4 | LogP: 4.29,,
30,206826,C1C[C@H]2CCC2C1,12,0,12,0,0,-0.4197,-0.7139,100.00,9,12,75.0,-0.714,0.715,LOWEST ATTR (INACTIVE): CHEMBL3425782 | SMILES: C=C(C(O)/C=C/C(C)=O)[C@@H]1C[C@@H](O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: -0.714 | Prediction: 0.055 | MW: 304.4 | LogP: 2.73,HIGHEST ATTR (INACTIVE): CHEMBL3425788 | SMILES: C=C(C(=O)/C=C/C(C)(O)COC(C)=O)[C@@H]1C[C@@H](OC(C)=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: 0.715 | Prediction: 0.145 | MW: 418.5 | LogP: 3.23,,INACTIVE w/ POS ATTR: CHEMBL3425788 | SMILES: C=C(C(=O)/C=C/C(C)(O)COC(C)=O)[C@@H]1C[C@@H](OC(C)=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: 0.715 | Prediction: 0.145 | MW: 418.5
31,206825,C1C[C@H]2[C@@H](C1)[C@@H]1CCCC21,12,0,12,0,0,-0.3218,-0.7187,100.00,9,12,75.0,-0.719,0.762,LOWEST ATTR (INACTIVE): CHEMBL3425782 | SMILES: C=C(C(O)/C=C/C(C)=O)[C@@H]1C[C@@H](O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: -0.719 | Prediction: 0.055 | MW: 304.4 | LogP: 2.73,HIGHEST ATTR (INACTIVE): CHEMBL3425788 | SMILES: C=C(C(=O)/C=C/C(C)(O)COC(C)=O)[C@@H]1C[C@@H](OC(C)=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: 0.762 | Prediction: 0.145 | MW: 418.5 | LogP: 3.23,,INACTIVE w/ POS ATTR: CHEMBL3425788 | SMILES: C=C(C(=O)/C=C/C(C)(O)COC(C)=O)[C@@H]1C[C@@H](OC(C)=O)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12 | Attribution: 0.762 | Prediction: 0.145 | MW: 418.5
32,205697,C1NC2=CC=CC=C2[C@]12CNC1(C2)C2=CC=CC=C2N2CC3=CC=CC=C3N=C21,11,0,11,0,0,-0.7318,-0.7616,100.00,11,11,100.0,-0.762,-0.516,LOWEST ATTR (INACTIVE): CHEMBL5420502 | SMILES: CCN1C(=O)[C@@]2(CN(C)C3(C4=CC=CC=C4N4C3=NC3=CC=CC=C3C4=O)C2(C#N)C#N)C2=CC=CC=C21 | Attribution: -0.762 | Prediction: 0.004 | MW: 498.5 | LogP: 3.23,HIGHEST ATTR (INACTIVE): CHEMBL5403304 | SMILES: CCN1C(=O)[C@]2(C3=CC=CC=C31)C(CC1=CC=CC=C1)NC1(C3=CC(Br)=CC=C3N3C1=NC1=CC=CC=C1C3=O)C2(C#N)C#N | Attribution: -0.516 | Prediction: 0.009 | MW: 653.5 | LogP: 5.26,,
33,208782,C(C1=CC=CC=C1)C1=CC=C(NC2=CC=CC=C2)C=C1,10,0,10,0,0,-0.7177,-0.7616,100.00,10,10,100.0,-0.762,-0.323,LOWEST ATTR (INACTIVE): CHEMBL4637523 | SMILES: CC1=CC=CC(NC2=CC=C(C(=O)C3=CC=CC=C3C(=O)O)C=C2[N+](=O)[O-])=C1 | Attribution: -0.762 | Prediction: 0.020 | MW: 376.4 | LogP: 4.58,HIGHEST ATTR (INACTIVE): CHEMBL4636403 | SMILES: O=C(O)C1=CC=CC=C1C(=O)C1=CC=C(NC2=CC=CC3=CC=CN=C23)C([N+](=O)[O-])=C1 | Attribution: -0.323 | Prediction: 0.071 | MW: 413.4 | LogP: 4.82,,
